SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,OCCU_YEAR,OCCU_MT,damagearea,DURATION_MIN,SLOPE,CLMT_RAIN,CLMT_MAXTEM,CLMT_MAXWSWD,CLMT_MAXWS,CLMT_MINTEM,CLMT_MINSP,CLMT_AVGTEM,CLMT_AVGHUMID,CLMT_AVGDEWTEM,CLMT_AVGGT,SIGUNGU_NM_고성군,SIGUNGU_NM_동해시,SIGUNGU_NM_삼척시,SIGUNGU_NM_속초시,SIGUNGU_NM_양구군,SIGUNGU_NM_양양군,SIGUNGU_NM_영월군,SIGUNGU_NM_원주시,SIGUNGU_NM_인제군,SIGUNGU_NM_정선군,SIGUNGU_NM_철원군,SIGUNGU_NM_춘천시,SIGUNGU_NM_태백시,SIGUNGU_NM_평창군,SIGUNGU_NM_홍천군,SIGUNGU_NM_화천군,SIGUNGU_NM_횡성군,WETHR_구름조금,WETHR_맑음,WETHR_비,WETHR_흐림,OCCU_DAY_목요일,OCCU_DAY_수요일,OCCU_DAY_월요일,OCCU_DAY_일요일,OCCU_DAY_토요일,OCCU_DAY_화요일,IGN_BHF_산아래,IGN_BHF_산정상,IGN_BHF_산중턱,IGN_BHF_평지,SPCNWS_CN_강풍주의보,SPCNWS_CN_건조경보,SPCNWS_CN_건조주의보,SPCNWS_CN_대설주의보,SPCNWS_CN_풍랑경보,SPCNWS_CN_풍랑주의보,SPCNWS_CN_한파경보,SPCNWS_CN_한파주의보,OBJT_ID
32,31,0,18,20,2015,6,0.1,254,15.92280006,0.3,24.3,110,8.7,2.7,1006.4,15.3,45.5,1.4,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1664
7,7,0,12,10,2015,6,0.06,104,12.26010036,20.4,27.4,180,9.0,17.1,1006.7,22.8,40.8,8.0,31.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1669
41,7,0,6,18,2015,6,0.01,120,31.9939003,4.5,17.2,244,8.6,3.5,1015.6,10.1,53.1,-3.14,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1680
26,11,0,5,17,2015,6,0.01,36,20.69949913,1.3,8.2,340,7.6,-3.6,1024.4,1.4,28.8,-15.7,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1691
27,27,35,9,5,2015,6,1.0,559,31.11910057,6.0,34.9,270,6.0,15.6,1004.0,25.2,46.1,9.8,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1694
27,17,0,8,17,2015,6,0.25,287,11.03849983,1.7,27.1,160,7.8,17.7,1006.5,22.3,61.8,14.2,31.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1695
12,12,7,9,29,2015,6,0.4,140,26.93020058,1.5,33.8,340,8.4,14.5,1003.6,23.6,49.3,9.8,32.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1696
25,25,13,8,25,2015,6,0.5,426,27.89730072,0.3,32.9,110,7.5,16.9,998.8,24.4,52.4,11.9,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1697
10,10,6,5,17,2015,6,0.01,105,9.321800232,2.0,27.6,140,9.0,15.5,999.3,21.9,60.3,12.8,27.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1699
25,14,6,7,8,2015,6,0.02,104,25.34950066,4.5,17.2,282,8.6,3.5,1015.6,10.1,53.1,-5.46,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1714
43,43,0,7,0,2015,6,0.05,100,30.17480087,4.5,17.2,188,8.6,3.5,1015.6,10.1,53.1,-1.5,12.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1717
13,13,11,10,25,2015,6,0.1,170,27.22629929,1.8,31.9,250,6.4,16.7,1006.1,24.5,59.0,14.4,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1722
28,18,4,15,40,2015,9,0.03,90,18.52059937,13.8,27.2,250,4.5,15.8,1005.1,21.2,67.3,14.3,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1750
25,23,0,10,37,2015,9,0.01,155,24.84799957,4.5,17.2,226,8.6,3.5,1015.6,10.1,53.1,-2.82,12.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1753
25,15,0,10,0,2015,9,0.05,170,23.44409943,0.0,26.7,20,6.0,13.8,1020.7,20.5,54.0,10.3,22.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1765
1,1,0,20,10,2015,10,0.1,150,2.134299994,17.4,24.9,200,4.9,6.5,1018.4,15.0,68.9,7.6,16.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1773
22,6,0,11,0,2015,10,0.01,269,28.58709908,1.5,12.4,110,6.8,5.0,1010.5,9.4,91.8,7.9,11.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1782
1,1,12,10,11,2015,10,0.05,55,42.21030045,5.4,25.0,360,5.8,5.3,1011.9,15.8,41.4,0.9,17.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1787
45,32,0,17,24,2015,10,0.8,342,32.40119934,1.9,21.9,110,5.9,-0.3,1016.4,10.3,66.3,2.6,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1788
15,10,0,6,0,2015,10,0.05,130,17.77529907,5.1,25.7,200,5.1,6.4,1018.2,14.5,68.9,7.1,15.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1789
36,35,0,15,58,2015,10,0.5,388,34.21860123,0.5,17.2,250,14.6,9.5,1013.4,12.6,73.8,7.6,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1797
44,18,0,10,25,2015,10,0.1,247,22.14069939,0.5,13.3,90,6.7,1.6,1023.3,7.4,80.3,3.9,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1803
65,31,0,6,24,2015,11,0.1,85,34.21860123,13.0,12.6,180,4.4,-3.9,1023.2,4.6,59.4,-3.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1810
14,2,0,21,20,2015,11,0.03,70,0.0,7.3,16.9,320,7.9,8.2,1018.3,12.0,34.0,-3.8,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1811
44,8,8,7,18,2015,11,0.2,205,35.2344017,1.7,18.2,160,6.1,-0.5,1026.1,6.9,75.1,1.8,7.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1815
3,3,0,9,29,2015,12,0.03,98,8.984900475,5.0,9.9,360,3.5,-2.0,1022.5,3.0,66.1,-3.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1818
40,12,0,15,63,2015,12,0.1,140,8.159000397,0.4,6.4,290,11.2,-1.1,1012.7,2.4,32.9,-12.8,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1819
4,4,0,14,0,2015,12,0.01,36,0.0,0.3,9.0,320,7.8,-2.0,1026.4,2.4,58.3,-5.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1821
10,1,10,18,18,2016,1,0.06,77,12.22509956,0.1,6.3,250,9.8,-4.7,1018.5,0.5,36.4,-13.1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1827
43,10,7,6,38,2016,1,0.05,52,28.82189941,4.5,17.2,248,8.6,3.5,1015.6,10.1,53.1,-9.32,12.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1837
17,11,0,15,9,2016,1,0.03,40,22.42340088,0.0,16.8,180,6.9,12.3,1012.2,15.2,78.0,11.4,13.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1838
9,9,0,165,161,2016,1,3.0,169,2.862400055,0.0,-4.3,320,16.5,-11.9,1009.5,-8.4,24.9,-25.2,-7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1844
11,7,0,15,0,2016,1,0.01,65,10.67840004,0.0,-7.7,250,10.2,-15.0,1017.5,-12.3,44.3,-22.2,-6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1848
30,7,0,19,77,2016,1,0.3,178,11.49950027,1.4,-3.3,230,4.8,-18.9,1027.4,-11.7,54.6,-19.9,-6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1856
20,18,0,12,20,2016,1,0.1,182,20.0788002,4.5,17.2,288,8.6,3.5,1015.6,10.1,53.1,3.6,12.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1857
17,10,0,13,30,2016,1,0.03,64,11.34809971,1.1,7.0,320,12.7,0.3,1020.1,3.1,32.3,-12.5,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1860
18,10,0,10,36,2016,1,0.15,60,14.76309967,7.1,26.3,250,7.2,13.9,1011.8,20.4,67.8,13.7,26.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1862
30,19,6,10,12,2016,1,0.05,188,0.0,0.1,2.3,360,7.9,-3.7,1025.8,0.0,61.0,-6.7,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1864
60,23,0,13,8,2016,1,0.05,63,26.93020058,1.6,14.6,290,7.6,6.1,1014.1,9.5,61.9,2.3,10.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1867
29,6,0,10,0,2016,2,0.01,54,17.08309937,4.5,17.2,244,8.6,3.5,1015.6,10.1,53.1,-4.56,12.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1868
28,23,3,18,65,2016,2,0.3,101,23.8859005,0.2,1.2,360,5.4,-11.5,1026.5,-6.0,38.5,-19.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1871
26,8,0,15,20,2016,2,0.05,82,22.61989975,0.0,5.9,270,5.3,-5.8,1021.6,-0.6,51.3,-10.1,-1.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1876
3,7,0,24,0,2016,2,1.0,205,7.233799934,0.2,5.6,230,8.0,-10.1,1021.7,-2.5,52.4,-12.6,-0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1877
31,11,0,10,45,2016,2,0.8,114,10.17650032,0.4,3.4,200,5.7,-6.3,1020.9,-1.6,41.5,-14.6,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1880
14,14,0,20,7,2016,2,3.0,143,18.17480087,5.7,5.7,250,7.5,-5.1,1011.6,0.0,68.4,-5.5,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1892
30,25,0,0,55,2016,2,0.02,125,17.08309937,4.5,17.2,256,8.6,3.5,1015.6,10.1,53.1,0.26,12.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1909
7,3,0,45,30,2016,2,0.26,160,14.06620026,1.2,11.1,230,10.1,1.6,1017.9,6.6,42.8,-5.2,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1921
39,6,30,10,30,2016,2,0.3,264,16.52779961,0.8,2.8,340,15.9,-4.9,1022.6,-1.0,30.0,-17.0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1925
29,20,0,9,14,2016,2,1.0,100,36.09069824,0.5,8.2,20,14.0,-1.0,1023.6,3.3,58.3,-5.0,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1932
57,7,10,5,10,2016,2,0.5,122,17.03569984,0.7,6.1,230,8.3,-4.2,1024.7,1.0,46.6,-10.2,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1933
49,9,0,5,10,2016,2,0.03,100,13.26270008,0.0,3.8,290,10.7,-5.3,1027.4,-0.2,49.8,-10.8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1936
10,4,0,15,10,2016,2,0.01,52,2.862400055,19.7,16.8,110,4.4,12.2,1003.9,12.8,80.1,9.1,12.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1944
32,10,12,8,40,2016,2,0.05,35,19.82699966,5.5,27.3,160,10.9,20.5,1005.4,23.4,81.5,19.8,26.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1945
11,9,0,24,30,2016,3,0.1,90,5.386000156,1.0,1.3,290,19.2,-8.8,1019.4,-2.5,71.3,-7.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1950
28,25,12,13,30,2016,3,0.03,76,21.97200012,4.5,17.2,224,8.6,3.5,1015.6,10.1,53.1,2.9,12.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1956
22,18,0,11,0,2016,3,0.1,160,28.48550034,5.0,18.6,20,7.0,0.8,1021.8,8.8,58.4,-0.1,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1959
15,15,6,11,20,2016,3,0.1,92,8.582500458,1.0,14.8,340,9.8,2.1,1014.7,10.2,62.4,2.2,9.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1960
50,14,6,6,10,2016,3,0.1,58,28.98760033,1.5,6.7,340,19.6,-4.9,1018.2,1.4,65.0,-4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1968
4,4,11,8,4,2016,3,0.02,53,17.66230011,2.4,25.3,180,6.5,6.7,1019.6,16.5,41.8,1.3,19.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1970
14,1,0,7,15,2016,3,0.04,37,0.0,1.0,14.9,70,5.9,9.2,1011.6,11.7,93.8,10.6,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1972
8,6,0,30,20,2016,3,0.6,75,18.43490028,2.0,21.5,290,10.1,10.3,1015.3,15.5,17.3,-10.1,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1985
15,7,0,12,12,2016,3,0.6,124,33.98490143,8.9,20.3,140,4.8,3.4,1008.3,10.6,58.8,2.2,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999
20,8,0,11,0,2016,3,0.03,26,15.04240036,1.6,11.8,340,6.4,1.0,1020.1,6.4,70.5,1.0,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022
20,13,8,6,0,2016,3,0.09,51,16.91650009,2.5,17.3,270,7.7,1.3,1015.9,9.2,53.4,-1.1,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2027
56,11,0,4,25,2016,3,0.3,127,15.1796999,2.6,14.0,200,9.0,-3.8,1016.6,5.2,46.8,-7.3,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2038
8,8,0,40,66,2016,3,2.0,336,14.95919991,4.9,16.2,230,7.6,-3.2,1017.8,6.5,47.4,-5.7,9.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2050
22,4,0,8,5,2016,3,0.03,45,22.61989975,17.9,13.3,230,7.6,1.9,1024.4,7.1,51.6,-2.6,10.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2064
32,12,22,4,23,2016,3,1.5,158,14.15550041,5.9,21.4,320,7.1,-0.5,1013.1,10.9,32.3,-8.1,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2087
30,2,0,8,45,2016,4,0.2,58,4.763599873,4.7,12.2,320,13.4,-2.7,1021.8,4.5,23.1,-15.3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2096
50,6,2,12,100,2016,4,6.0,455,22.8621006,5.3,24.3,70,7.0,1.6,1011.3,11.6,51.1,-0.2,14.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2100
28,13,0,40,72,2016,4,0.2,64,14.03619957,0.2,-4.4,290,14.2,-13.4,1020.6,-8.3,16.6,-29.7,-4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2095
5,5,0,25,18,2016,4,0.5,67,11.49950027,0.0,24.4,270,6.3,4.6,1011.2,15.1,30.4,-5.2,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2113
33,39,7,22,38,2016,4,1.0,220,17.59410095,7.5,23.9,270,9.7,4.2,1014.3,14.1,37.3,-2.7,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2132
12,12,7,10,33,2016,4,0.5,146,21.8185997,2.9,23.7,270,8.7,4.6,1013.6,15.2,37.0,-1.3,19.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2140
21,21,4,10,40,2016,4,2.0,355,4.763599873,2.8,22.9,270,9.0,1.8,1014.2,13.5,39.3,-2.5,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2144
33,8,0,5,0,2016,4,0.01,59,0.0,1.0,21.4,320,5.6,11.4,1003.8,15.6,67.5,9.3,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2151
38,21,7,8,44,2016,4,0.05,74,8.984900475,3.8,23.1,160,9.2,6.4,1011.1,14.7,37.0,-3.2,13.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2159
24,24,20,11,73,2016,4,0.8,130,24.63430023,1.0,24.3,200,8.0,3.2,1011.0,13.8,40.9,-3.0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2166
